time_value,geo_value,confirmed_7dav_incidence_num,full_time_work_prop,part_time_work_prop
2020-10-20,01001,12.285714285714,0.091368978480653,0.14149186082853
2020-10-20,01003,22.428571428571,0.077881651660029,0.13171477456024
2020-10-20,01005,5.4285714285714,0.057205996786809,0.10540406653446
2020-10-20,01007,6.7142857142857,0.096260349257499,0.13976529463342
2020-10-20,01009,15.142857142857,0.10543300879174,0.14227624073672
2020-10-20,01011,1.2857142857143,0.041731818035688,0.11718232955862
2020-10-20,01013,4.2857142857143,0.081489484296038,0.13528123318785
2020-10-20,01015,32.857142857143,0.074928657121291,0.12867523690678
2020-10-20,01017,6.7142857142857,0.051864285547756,0.11228096018401
2020-10-20,01019,5.0,0.070081137527044,0.14338062087458
2020-10-20,01021,11.285714285714,0.09150430044864,0.14908337422756
2020-10-20,01023,1.4285714285714,0.10847700713534,0.12575187766156
2020-10-20,01025,6.8571428571429,0.10058908561236,0.16774349524065
2020-10-20,01027,8.2857142857143,0.072637126128067,0.1503690900819
2020-10-20,01029,7.5714285714286,0.082059868082867,0.16492889493811
2020-10-20,01031,16.428571428571,0.090514786838939,0.1575663027021
2020-10-20,01033,12.857142857143,0.088761135973649,0.15801016255501
2020-10-20,01035,1.0,0.11414417960848,0.12701393740499
2020-10-20,01037,1.1428571428571,0.077466962036654,0.14595984099582
2020-10-20,01039,10.857142857143,0.081566467192041,0.15849851573702
2020-10-20,01041,3.2857142857143,0.12229735389331,0.18977384231466
2020-10-20,01043,23.714285714286,0.10179891710622,0.14861940238116
2020-10-20,01045,10.428571428571,0.074693084602546,0.14269822455597
2020-10-20,01047,2.8571428571429,0.090558724754286,0.11608036032079
2020-10-20,01049,40.428571428571,0.086166901613934,0.14666061334719
2020-10-20,01051,16.0,0.11211247651193,0.16102995803858
2020-10-20,01053,3.7142857142857,0.09189168988321,0.14689906584663
2020-10-20,01055,31.285714285714,0.084682767545528,0.13730277956342
2020-10-20,01057,5.0,0.12286976577418,0.19067013445511
2020-10-20,01059,13.857142857143,0.11480446283493,0.19921787464323
2020-10-20,01061,6.0,0.095463040636015,0.1583844054796
2020-10-20,01063,1.8571428571429,0.11130626071174,0.13640128514412
2020-10-20,01065,4.7142857142857,0.09746828960544,0.13341113373804
2020-10-20,01067,4.5714285714286,0.1236708896719,0.16488341271766
2020-10-20,01069,18.714285714286,0.079629001639617,0.14698831195249
2020-10-20,01071,23.428571428571,0.092174345806651,0.14980952741091
2020-10-20,01073,130.14285714286,0.084877300502084,0.12400224844048
2020-10-20,01075,4.5714285714286,0.11537279616001,0.21510064005988
2020-10-20,01077,20.428571428571,0.090925271947031,0.16121954389479
2020-10-20,01079,8.4285714285714,0.096369979429829,0.15852000649838
2020-10-20,01081,16.285714285714,0.082252375177121,0.15002614277619
2020-10-20,01083,23.857142857143,0.087255720534496,0.14850892312566
2020-10-20,01085,2.2857142857143,0.078469277616466,0.10617745354501
2020-10-20,01087,1.2857142857143,0.067766112393336,0.11913161337117
2020-10-20,01089,57.428571428571,0.081099640577825,0.12928791427154
2020-10-20,01091,9.8571428571429,0.10747651032944,0.16546625160091
2020-10-20,01093,3.2857142857143,0.10939340031771,0.17049611044529
2020-10-20,01095,15.714285714286,0.091298895226877,0.14123850214835
2020-10-20,01097,44.571428571429,0.086553110480041,0.12915424022616
2020-10-20,01099,2.4285714285714,0.094247607545042,0.11401992184576
2020-10-20,01101,59.0,0.093344302989825,0.12434968187342
2020-10-20,01103,34.857142857143,0.099636993102303,0.15751578590658
2020-10-20,01105,0.71428571428571,0.078905866380133,0.14106132886408
2020-10-20,01107,10.0,0.11366607996146,0.16627892302897
2020-10-20,01109,3.5714285714286,0.081883220489555,0.15193199943191
2020-10-20,01111,7.2857142857143,0.078672998967607,0.13891121559274
2020-10-20,01113,5.2857142857143,0.068429191191005,0.1405880409577
2020-10-20,01115,27.142857142857,0.10849408248761,0.15182767724041
2020-10-20,01117,48.714285714286,0.10078175699245,0.14868835286061
2020-10-20,01119,1.4285714285714,0.095492114874017,0.12187821267624
2020-10-20,01121,19.571428571429,0.089509338905647,0.13634408177401
2020-10-20,01123,7.5714285714286,0.098682769217215,0.16073831624516
2020-10-20,01125,57.714285714286,0.082433259761533,0.14673499091065
2020-10-20,01127,14.571428571429,0.1011907404915,0.15499637524481
2020-10-20,01129,2.1428571428571,0.13003768995582,0.1539867576887
2020-10-20,01131,0.71428571428571,0.1067198022314,0.1238226008549
2020-10-20,01133,7.8571428571429,0.10686727355224,0.19566220139569
2020-10-20,02013,0.0,0.11359126984127,0.11359126984127
2020-10-20,02016,0.14285714285714,0.12754755104816,0.1609644265703
2020-10-20,02020,100.71428571429,0.072097161566918,0.10477854669856
2020-10-20,02050,11.571428571429,0.11279664214299,0.11376579890587
2020-10-20,02060,0.0,0.13333333333333,0.066666666666667
2020-10-20,02068,0.85714285714286,0.044444444444444,0.13888888888889
2020-10-20,02070,1.5714285714286,0.083835200746965,0.087511671335201
2020-10-20,02090,29.714285714286,0.078953595296246,0.10088468087412
2020-10-20,02100,0.0,0.068659420289855,0.097644927536232
2020-10-20,02105,0.42857142857143,0.18531024531025,0.23220779220779
